,idx
1658,144170
1659,30114
1660,247255
1661,105054
1662,221467
1663,127834
1664,88908
1665,95532
1666,137582
1667,259973
1668,28223
1669,170497
1670,156864
1671,162942
1672,196304
1673,40233
1674,182593
1675,235891
1676,84921
1677,268756
1678,87904
1679,187110
1680,64341
1681,169097
1682,89955
1683,222198
1684,117769
1685,219574
1686,260720
1687,91432
1688,32957
1689,125220
1690,144769
1691,210613
1692,243385
1693,188082
1694,246065
1695,94136
1696,57148
1697,37568
1698,186350
1699,38091
1700,200349
1701,31039
1702,117037
1703,144157
1704,235262
1705,108886
1706,7935
1707,148130
1708,116026
1709,55599
1710,116881
1711,235268
1712,165803
1713,94580
1714,109042
1715,98709
1716,227576
1717,106676
1718,96662
1719,70482
1720,82017
1721,65040
1722,111999
1723,126020
1724,49380
1725,29988
1726,102348
1727,39340
1728,95634
1729,219357
1730,263133
1731,252023
1732,83297
1733,74485
1734,215782
1735,224876
1736,194889
1737,61171
1738,177731
1739,58494
1740,125994
1741,56423
1742,140758
1743,77815
1744,38132
1745,105706
1746,95618
1747,236682
1748,49713
1749,160429
1750,114115
1751,100948
1752,142897
1753,105651
1754,158379
1755,154102
1756,180719
1757,253493
1758,233154
1759,9870
1760,252267
1761,71057
1762,38249
1763,196771
1764,104469
1765,89431
1766,25532
1767,35101
1768,224315
1769,64505
1770,40407
1771,33452
1772,188044
1773,13613
1774,188214
1775,232453
1776,173889
1777,231732
1778,66294
1779,221128
1780,209061
1781,32654
1782,193663
1783,63586
1784,125250
1785,222671
1786,16905
1787,242885
1788,209211
1789,95088
1790,170575
1791,188302
1792,125148
1793,223144
1794,253310
1795,144653
1796,4307
1797,113432
1798,82542
1799,182930
1800,142196
1801,110198
1802,118680
1803,178998
1804,125449
1805,260480
1806,44442
1807,222200
1808,215213
1809,251699
1810,47457
1811,185103
1812,222117
1813,251665
1814,215897
1815,38173
1816,59258
1817,110427
1818,175599
1819,67611
1820,1127
1821,83129
1822,6897
1823,77986
1824,231928
1825,108944
1826,233123
1827,102139
1828,230845
1829,144947
1830,49393
1831,45002
1832,1568
1833,219351
1834,10858
1835,243222
1836,177717
1837,858
1838,109455
1839,85623
1840,190584
1841,16919
1842,29349
1843,203027
1844,43740
1845,260603
1846,198240
1847,210849
1848,246399
1849,53022
1850,128648
1851,74928
1852,17637
1853,221146
1854,263765
1855,22413
1856,148754
1857,48502
1858,125157
1859,78119
1860,35503
1861,194917
1862,111871
1863,144628
1864,235575
1865,237039
1866,45165
1867,159407
1868,6513
1869,64557
1870,140359
1871,8450
1872,26711
1873,156306
1874,227557
1875,249347
1876,91457
1877,90756
1878,263573
1879,72950
1880,122584
1881,26410
1882,168486
1883,95742
1884,125595
1885,227563
1886,208855
1887,198304
1888,183889
1889,168175
1890,177175
1891,174915
1892,45534
1893,148354
1894,225821
1895,205904
1896,182238
1897,20784
1898,72935
1899,122828
1900,108670
1901,86864
1902,62730
1903,127766
1904,97695
1905,4797
1906,149517
1907,180557
1908,209093
1909,54233
1910,132273
1911,73092
1912,206269
1913,172283
1914,110262
1915,130224
1916,125580
1917,254461
1918,95243
1919,11869
1920,177169
1921,101514
1922,162763
1923,7975
1924,18024
1925,147275
1926,1266
1927,184813
1928,233260
1929,208304
1930,61440
1931,262593
1932,148234
1933,218684
1934,129439
1935,165186
1936,47999
1937,231728
1938,62245
1939,17548
1940,148126
1941,71515
1942,256115
1943,193332
1944,43387
1945,69858
1946,22713
1947,126205
1948,98953
1949,223780
1950,188343
1951,64216
1952,254658
1953,122836
1954,223795
1955,94409
1956,97488
1957,210154
1958,106214
1959,157963
1960,207017
1961,115709
1962,32546
1963,200352
1964,223432
1965,35479
1966,236275
1967,188353
1968,129099
1969,93080
1970,265486
1971,30719
1972,230218
1973,174635
1974,261141
1975,256169
1976,184394
1977,207215
1978,145334
1979,4320
1980,183841
1981,57070
1982,148891
1983,227621
1984,194982
1985,92938
1986,120707
1987,248405
1988,253865
1989,98879
1990,248083
1991,24394
1992,238372
1993,206632
1994,16935
1995,154378
1996,216783
1997,156193
1998,106141
1999,176391
2000,262469
2001,244055
2002,97718
2003,62618
2004,225973
2005,253628
2006,177480
2007,253254
2008,76428
2009,55040
2010,41650
2011,39988
2012,196169
2013,99578
2014,43822
2015,121493
2016,54224
2017,219578
2018,120170
2019,219889
2020,147074
2021,198719
2022,104677
2023,178243
2024,112621
2025,153569
2026,117762
2027,262629
2028,63836
2029,151908
2030,110382
2031,199433
2032,48091
2033,100584
2034,96558
2035,255670
2036,245563
2037,155311
2038,64463
2039,94562
2040,31841
2041,223691
2042,221158
2043,208277
2044,242204
2045,265850
2046,20638
2047,49395
2048,179307
2049,221447
2050,209906
2051,133630
2052,252001
2053,179886
2054,118205
2055,242238
2056,180390
2057,201044
2058,136033
2059,72021
2060,242882
2061,104597
2062,259417
2063,39096
2064,188271
2065,95104
2066,152264
2067,79876
2068,40354
2069,116433
2070,219862
2071,257610
2072,160122
2073,227407
2074,200514
2075,189725
2076,37527
2077,125319
2078,61909
2079,108990
2080,2119
2081,93828
2082,60378
2083,178729
2084,25580
2085,187275
2086,20008
2087,180978
2088,254090
2089,122931
2090,170228
2091,11997
2092,94298
2093,100895
2094,201911
2095,161124
2096,250654
2097,155419
