,idx
1689,235393
1690,174362
1691,57070
1692,144170
1693,149464
1694,227407
1695,149690
1696,247865
1697,46184
1698,16072
1699,180557
1700,37527
1701,195175
1702,270487
1703,54768
1704,86864
1705,20008
1706,223795
1707,215742
1708,221655
1709,15049
1710,86070
1711,187699
1712,156306
1713,242308
1714,205904
1715,33452
1716,10427
1717,154406
1718,223931
1719,78514
1720,132566
1721,263765
1722,122584
1723,259239
1724,259417
1725,45002
1726,184394
1727,242678
1728,49802
1729,43968
1730,100584
1731,1794
1732,81141
1733,177731
1734,20447
1735,33022
1736,74895
1737,180559
1738,196771
1739,94562
1740,249267
1741,223704
1742,152217
1743,42591
1744,208855
1745,74491
1746,219233
1747,233240
1748,233123
1749,17637
1750,41102
1751,74485
1752,259787
1753,232453
1754,263255
1755,259973
1756,160711
1757,103910
1758,268341
1759,70734
1760,268739
1761,103209
1762,159864
1763,188343
1764,241277
1765,105054
1766,217527
1767,148754
1768,47457
1769,61901
1770,78065
1771,147275
1772,202668
1773,192081
1774,119146
1775,231931
1776,158662
1777,179213
1778,126389
1779,135549
1780,84900
1781,56809
1782,167464
1783,106214
1784,56055
1785,233208
1786,160088
1787,46536
1788,105706
1789,139270
1790,230218
1791,148234
1792,154732
1793,242948
1794,119419
1795,50382
1796,161860
1797,61909
1798,111615
1799,244993
1800,188271
1801,124937
1802,113432
1803,197000
1804,231928
1805,58704
1806,249347
1807,71057
1808,79604
1809,130137
1810,109101
1811,157963
1812,240417
1813,227576
1814,208815
1815,70573
1816,41602
1817,49301
1818,183889
1819,270873
1820,154355
1821,180390
1822,59258
1823,180719
1824,177169
1825,17815
1826,172010
1827,219893
1828,26258
1829,270436
1830,268225
1831,29349
1832,64505
1833,210154
1834,89431
1835,96976
1836,247881
1837,115437
1838,232503
1839,159786
1840,105761
1841,46084
1842,177323
1843,75811
1844,159084
1845,120730
1846,86537
1847,176391
1848,157483
1849,158379
1850,29298
1851,188400
1852,108886
1853,116328
1854,144653
1855,187240
1856,247861
1857,5692
1858,140359
1859,35503
1860,191446
1861,248190
1862,13388
1863,203341
1864,185103
1865,119425
1866,242511
1867,200103
1868,79507
1869,4142
1870,57148
1871,200879
1872,35479
1873,124987
1874,108990
1875,111871
1876,188828
1877,193517
1878,214077
1879,127716
1880,10858
1881,11869
1882,61171
1883,90408
1884,16105
1885,159407
1886,49231
1887,127766
1888,100895
1889,172311
1890,193663
1891,144157
1892,94701
1893,22413
1894,146100
1895,256136
1896,238934
1897,235325
1898,63586
1899,114293
1900,178998
1901,15170
1902,215213
1903,179886
1904,162924
1905,32936
1906,28776
1907,263393
1908,263573
1909,12073
1910,67114
1911,146392
1912,46447
1913,207215
1914,145171
1915,83415
1916,210849
1917,110349
1918,206743
1919,160961
1920,16082
1921,238793
1922,145093
1923,31039
1924,192906
1925,246356
1926,87944
1927,264036
1928,54709
1929,37568
1930,227621
1931,173298
1932,242885
1933,263749
1934,47557
1935,233260
1936,107233
1937,68333
1938,244822
1939,112621
1940,185561
1941,241490
1942,43821
1943,170907
1944,68859
1945,188391
1946,229920
1947,81133
1948,19713
1949,210495
1950,65792
1951,188353
1952,857
1953,85623
1954,44704
1955,38679
1956,198719
1957,219575
1958,78706
1959,213572
1960,252001
1961,116433
1962,32913
1963,125449
1964,35101
1965,30391
1966,128183
1967,103240
1968,220493
1969,128629
1970,219889
1971,23171
1972,169237
1973,178696
1974,185747
1975,100286
1976,45184
1977,127593
1978,253254
1979,198304
1980,174635
1981,160253
1982,4256
1983,99578
1984,142196
1985,90230
1986,153569
1987,86350
1988,194982
1989,228714
1990,246432
1991,95088
1992,135278
1993,266680
1994,194917
1995,4307
1996,240154
1997,254968
1998,42609
1999,21527
2000,49993
2001,268565
2002,145336
2003,39096
2004,43740
2005,82017
2006,97253
2007,50015
2008,122331
2009,126260
2010,53206
2011,90014
2012,5672
2013,249167
2014,64557
2015,61440
2016,104419
2017,248739
2018,47568
2019,200352
2020,109483
2021,249224
2022,255146
2023,251665
2024,22166
2025,220412
2026,138683
2027,1127
2028,89000
2029,154102
2030,219596
2031,161290
2032,162824
2033,153730
2034,270414
2035,138988
2036,223388
2037,59833
2038,49713
2039,40407
2040,13590
2041,200827
2042,131197
2043,34426
2044,221003
2045,96662
2046,164088
2047,200902
2048,214125
2049,137940
2050,252267
2051,156193
2052,68573
2053,67017
2054,132722
2055,132541
2056,32677
2057,23672
2058,188044
2059,5223
2060,116322
2061,132273
2062,238372
2063,11309
2064,269156
2065,100524
2066,228390
2067,48902
2068,185048
2069,102139
2070,260900
2071,195354
2072,28340
2073,198303
2074,148354
2075,221546
2076,253375
2077,265792
2078,103746
2079,117769
2080,38011
2081,215782
2082,242882
2083,63529
2084,77986
2085,178729
2086,239583
2087,115709
2088,76749
2089,193637
2090,89909
2091,266729
2092,94276
2093,72950
2094,253447
2095,266112
2096,242531
2097,102158
2098,195066
2099,211794
2100,178299
2101,268192
2102,238758
2103,14309
2104,80383
2105,231728
2106,24129
2107,94136
2108,186350
2109,263265
2110,161144
2111,159712
2112,257365
2113,256110
2114,2119
2115,184344
2116,188082
2117,32546
2118,200349
2119,132663
2120,111514
2121,52381
2122,162072
2123,95618
2124,97695
2125,66294
2126,16337
2127,128648
2128,48725
2129,247143
2130,148126
2131,258031
2132,49704
2133,230845
2134,176489
2135,186293
2136,257288
2137,160969
2138,259377
2139,8450
2140,263625
2141,244777
2142,95384
2143,122222
2144,11997
2145,55040
2146,48624
2147,49371
2148,111486
2149,174778
2150,187509
2151,162518
2152,91141
2153,4155
2154,223034
2155,144657
2156,162942
2157,173882
2158,219862
2159,253653
2160,32888
2161,196256
2162,236275
2163,177480
2164,4152
2165,262558
2166,122836
2167,219574
2168,79876
2169,125157
2170,34749
2171,27191
2172,130224
2173,60368
2174,194870
2175,184682
2176,26926
2177,37776
2178,185676
2179,128625
2180,118680
2181,109455
2182,265850
2183,219803
2184,129439
2185,143947
2186,126020
2187,261339
2188,259954
2189,24394
2190,7935
2191,82542
2192,40318
2193,224315
2194,228713
2195,248405
2196,40800
2197,139977
2198,194904
2199,258808
2200,165186
2201,122931
2202,216806
2203,19004
2204,78709
2205,215880
2206,52440
2207,89973
2208,64967
2209,186033
2210,243190
2211,39988
2212,221641
2213,233086
2214,110382
2215,93043
2216,156864
2217,16732
2218,204360
2219,77862
2220,267723
2221,177175
2222,115646
2223,112018
2224,239245
2225,26834
2226,209165
2227,93753
2228,125580
2229,176441
2230,186868
2231,219903
2232,168492
2233,201046
2234,184105
2235,203027
2236,21509
2237,43431
2238,206447
2239,148941
2240,182238
2241,49393
2242,45157
2243,249787
2244,263571
2245,222117
2246,24401
2247,146078
2248,82235
2249,242464
2250,166996
2251,117700
2252,118205
2253,245831
2254,255670
2255,180426
2256,271072
2257,246127
2258,2947
2259,68283
2260,170083
2261,170161
2262,42579
2263,166026
2264,45534
2265,212143
2266,40360
2267,155724
2268,242088
2269,221898
2270,136033
2271,187508
2272,118541
2273,87517
2274,54224
2275,47721
2276,116880
2277,72021
2278,138814
2279,203106
2280,209123
2281,235891
2282,38091
2283,28153
2284,78119
2285,25241
2286,268269
2287,157040
2288,95104
2289,43822
2290,221156
2291,84085
2292,259045
2293,94409
2294,31614
2295,32939
2296,236840
2297,205361
2298,67775
2299,73769
2300,260242
2301,200856
2302,198307
2303,79259
2304,35544
2305,48091
2306,107893
2307,68512
2308,184749
2309,96022
2310,221822
2311,67635
2312,31021
2313,74797
2314,138642
2315,13375
2316,125124
2317,128309
2318,222200
2319,95535
2320,186751
2321,269237
2322,86573
2323,37929
2324,97470
2325,72909
2326,176013
2327,240620
2328,207108
2329,163964
2330,26609
2331,199057
2332,38024
2333,218983
2334,24354
2335,164827
2336,132589
2337,165333
2338,71515
2339,171173
2340,2313
2341,149485
2342,108215
2343,68374
2344,134598
2345,81369
2346,205210
2347,147582
2348,122231
2349,114317
2350,33484
2351,162402
2352,22308
2353,97682
2354,223144
2355,60333
2356,139024
2357,221380
2358,262469
2359,22484
2360,176473
2361,93039
2362,220924
2363,256115
2364,3807
2365,27086
2366,180887
2367,160108
2368,217211
2369,58615
2370,206281
2371,143590
2372,104235
2373,215172
2374,216650
2375,76839
2376,182519
2377,96288
2378,227685
2379,147835
2380,71512
2381,58334
2382,198165
2383,185802
2384,102603
2385,33504
2386,234122
2387,106141
2388,160986
2389,41668
2390,104219
2391,86302
2392,108554
2393,230465
2394,181509
2395,258035
2396,134495
2397,186842
2398,168505
2399,236449
2400,266276
2401,243723
2402,176526
2403,174915
2404,105763
2405,160835
2406,133367
2407,117278
2408,107164
2409,86705
2410,38132
2411,232377
2412,180408
2413,224450
2414,126705
2415,77278
2416,16430
2417,125595
2418,48700
2419,56410
2420,148284
2421,89358
2422,103696
2423,85463
2424,151540
2425,43999
2426,235210
2427,220570
2428,166145
2429,188455
2430,201044
2431,216783
2432,218684
2433,47695
2434,163227
2435,190331
2436,143953
2437,189474
2438,1096
2439,206632
2440,89501
2441,147524
2442,129099
2443,21672
2444,250654
2445,231978
2446,98934
2447,100413
2448,63836
2449,64216
2450,101972
2451,9870
2452,154327
2453,38249
2454,72935
2455,185497
2456,143867
2457,242881
2458,211103
2459,21139
2460,261960
2461,97181
2462,252252
2463,151245
2464,102335
2465,3144
2466,145192
2467,233330
2468,253158
2469,168486
2470,166279
2471,96558
2472,5659
2473,96886
2474,71688
2475,87094
2476,60279
2477,228506
2478,116575
2479,195795
2480,152264
2481,243987
2482,210132
2483,41046
2484,180365
2485,261347
2486,192543
2487,227336
2488,158813
2489,198492
2490,93080
2491,262629
2492,160484
2493,150331
2494,3818
2495,210826
2496,235250
2497,247164
